Period,Site,Corallivore Density,Corallivore Density_N,Corallivore Density_SD,Corallivore Density_SE,Corallivore Density_CI_low,Corallivore Density_CI_high,Corallivore Density_EB_low,Corallivore Density_EB_high,Detritivore Density,Detritivore Density_N,Detritivore Density_SD,Detritivore Density_SE,Detritivore Density_CI_low,Detritivore Density_CI_high,Detritivore Density_EB_low,Detritivore Density_EB_high,Omnivore Density,Omnivore Density_N,Omnivore Density_SD,Omnivore Density_SE,Omnivore Density_CI_low,Omnivore Density_CI_high,Omnivore Density_EB_low,Omnivore Density_EB_high,Carnivore Density,Carnivore Density_N,Carnivore Density_SD,Carnivore Density_SE,Carnivore Density_CI_low,Carnivore Density_CI_high,Carnivore Density_EB_low,Carnivore Density_EB_high,Herbivore Density,Herbivore Density_N,Herbivore Density_SD,Herbivore Density_SE,Herbivore Density_CI_low,Herbivore Density_CI_high,Herbivore Density_EB_low,Herbivore Density_EB_high,Total Density,Total Density_N,Total Density_SD,Total Density_SE,Total Density_CI_low,Total Density_CI_high,Total Density_EB_low,Total Density_EB_high,Total Biomass Density,Total Biomass Density_N,Total Biomass Density_SD,Total Biomass Density_SE,Total Biomass Density_CI_low,Total Biomass Density_CI_high,Total Biomass Density_EB_low,Total Biomass Density_EB_high,Commercial Density,Commercial Density_N,Commercial Density_SD,Commercial Density_SE,Commercial Density_CI_low,Commercial Density_CI_high,Commercial Density_EB_low,Commercial Density_EB_high,Commercial Biomass Density,Commercial Biomass Density_N,Commercial Biomass Density_SD,Commercial Biomass Density_SE,Commercial Biomass Density_CI_low,Commercial Biomass Density_CI_high,Commercial Biomass Density_EB_low,Commercial Biomass Density_EB_high,Species Richness,Number of Surveys,Average Species Richness,Species Richness Shallow,Number of Surveys Shallow,Average Species Richness Shallow,Species Richness Medium,Number of Surveys Medium,Average Species Richness Medium,Species Richness Deep,Number of Surveys Deep,Average Species Richness Deep
Summer 2024,Antulang,13.64,11,4.43,1.34,10.66,16.61,12.3,14.97,13.82,11,4.98,1.5,10.48,17.16,12.32,15.32,22.36,11,10.95,3.3,15.01,29.72,19.06,25.66,105.55,11,73.76,22.24,55.99,155.1,83.31,127.78,676.91,11,320.67,96.69,461.48,892.34,580.22,773.59,832.27,11,381.54,115.04,575.95,1088.59,717.24,947.31,12.01,11,11.45,3.45,4.32,19.7,8.56,15.47,88.45,11,101.14,30.49,20.51,156.4,57.96,118.95,6.5,11,10.0,3.02,0.0,13.22,3.49,9.52,33,11,3.0,25.0,3.0,8.33,23.0,3.0,7.67,29.0,5.0,5.8
Summer 2024,Basak Can-Unsang MPA,20.91,11,13.16,3.97,12.07,29.75,16.94,24.88,37.18,11,46.76,14.1,5.77,68.59,23.08,51.28,10.64,11,10.22,3.08,3.77,17.5,7.55,13.72,101.27,11,53.8,16.22,65.13,137.41,85.05,117.49,562.64,11,291.56,87.91,366.77,758.51,474.73,650.54,732.64,11,356.25,107.41,493.31,971.97,625.22,840.05,30.8,11,39.29,11.85,4.4,57.19,18.95,42.64,201.09,11,192.41,58.01,71.83,330.35,143.08,259.1,24.69,11,38.87,11.72,0.0,50.8,12.97,36.41,42,11,3.82,30.0,3.0,10.0,36.0,5.0,7.2,32.0,3.0,10.67
Summer 2024,Andulay MPA,16.4,10,12.19,3.86,7.68,25.12,12.54,20.26,17.9,10,8.96,2.83,11.49,24.31,15.07,20.73,19.3,10,9.07,2.87,12.81,25.79,16.43,22.17,133.2,10,53.94,17.06,94.61,171.79,116.14,150.26,926.7,10,403.05,127.45,638.38,1215.02,799.25,1054.15,1113.5,10,439.15,138.87,799.35,1427.65,974.63,1252.37,11.21,10,5.15,1.63,7.52,14.89,9.58,12.84,127.6,10,190.61,60.28,0.0,263.95,67.32,187.88,3.68,10,2.74,0.87,1.72,5.64,2.82,4.55,32,10,3.2,27.0,2.0,13.5,25.0,3.0,8.33,29.0,5.0,5.8
Summer 2024,Lutoban North MPA,14.75,8,9.29,3.28,6.99,22.51,11.47,18.03,19.0,8,5.55,1.96,14.36,23.64,17.04,20.96,17.0,8,14.96,5.29,4.5,29.5,11.71,22.29,173.38,8,137.12,48.48,58.74,288.01,124.89,221.86,698.62,8,480.22,169.78,297.15,1100.1,528.84,868.41,922.75,8,606.12,214.29,416.02,1429.48,708.46,1137.04,8.14,8,6.79,2.4,2.46,13.82,5.74,10.54,74.75,8,129.74,45.87,0.0,183.22,28.88,120.62,2.03,8,1.92,0.68,0.43,3.64,1.36,2.71,32,8,4.0,26.0,2.0,13.0,24.0,3.0,8.0,19.0,3.0,6.33
Summer 2024,Lutoban South MPA,6.45,11,3.27,0.99,4.26,8.65,5.47,7.44,8.0,11,2.61,0.79,6.25,9.75,7.21,8.79,8.73,11,5.02,1.51,5.35,12.1,7.21,10.24,73.27,11,54.89,16.55,36.39,110.15,56.72,89.82,346.73,11,155.4,46.86,242.32,451.13,299.87,393.58,443.18,11,159.43,48.07,336.08,550.29,395.11,491.25,7.67,11,4.44,1.34,4.69,10.65,6.33,9.01,45.55,11,58.35,17.59,6.34,84.75,27.95,63.14,4.15,11,4.05,1.22,1.43,6.87,2.93,5.37,30,11,2.73,19.0,3.0,6.33,24.0,4.0,6.0,21.0,4.0,5.25
Summer 2024,Lutoban Pier,14.67,9,8.05,2.68,8.48,20.85,11.98,17.35,17.22,9,14.42,4.81,6.14,28.31,12.42,22.03,11.78,9,7.38,2.46,6.11,17.45,9.32,14.24,214.0,9,179.43,59.81,76.08,351.92,154.19,273.81,666.78,9,271.94,90.65,457.74,875.81,576.13,757.43,924.44,9,437.7,145.9,588.0,1260.89,778.54,1070.34,16.13,9,17.91,5.97,2.37,29.9,10.16,22.1,180.22,9,233.66,77.89,0.62,359.83,102.34,258.11,9.6,9,16.07,5.36,0.0,21.95,4.24,14.96,29,9,3.22,19.0,4.0,4.75,21.0,3.0,7.0,26.0,2.0,13.0
Summer 2024,Latason MPA,7.83,6,3.71,1.51,3.94,11.73,6.32,9.35,13.67,6,7.87,3.21,5.41,21.92,10.46,16.88,10.17,6,5.74,2.34,4.14,16.19,7.82,12.51,53.83,6,39.02,15.93,12.88,94.78,37.9,69.76,565.83,6,677.21,276.47,0.0,1276.52,289.37,842.3,651.33,6,665.87,271.84,0.0,1350.12,379.49,923.17,18.69,6,35.8,14.61,0.0,56.26,4.08,33.31,256.0,6,564.67,230.53,0.0,848.59,25.47,486.53,15.01,6,35.54,14.51,0.0,52.31,0.5,29.52,25,6,4.17,22.0,3.0,7.33,21.0,3.0,7.0,,,
Summer 2024,Kookoos,12.09,11,7.22,2.18,7.24,16.94,9.91,14.27,12.45,11,7.55,2.28,7.38,17.53,10.18,14.73,7.91,11,3.7,1.12,5.42,10.39,6.79,9.02,130.64,11,93.6,28.22,67.76,193.52,102.42,158.86,432.55,11,371.93,112.14,182.68,682.41,320.4,544.69,595.64,11,410.04,123.63,320.17,871.1,472.01,719.27,8.25,11,5.04,1.52,4.87,11.64,6.74,9.77,70.36,11,71.54,21.57,22.3,118.43,48.79,91.93,3.83,11,4.93,1.49,0.52,7.14,2.34,5.31,32,11,2.91,19.0,4.0,4.75,25.0,3.0,8.33,26.0,4.0,6.5
Summer 2024,Guinsuan MPA,10.0,7,6.88,2.6,3.64,16.36,7.4,12.6,23.71,7,17.31,6.54,7.71,39.72,17.17,30.26,5.71,7,3.25,1.23,2.71,8.72,4.49,6.94,109.0,7,57.66,21.79,55.68,162.32,87.21,130.79,469.29,7,263.2,99.48,225.87,712.71,369.81,568.77,617.71,7,319.91,120.91,321.85,913.58,496.8,738.63,7.63,7,4.78,1.81,3.21,12.05,5.82,9.43,66.29,7,45.55,17.22,24.16,108.41,49.07,83.5,3.36,7,2.95,1.11,0.64,6.09,2.25,4.47,30,7,4.29,19.0,3.0,6.33,23.0,2.0,11.5,22.0,2.0,11.0
Summer 2024,Dalakit MPA,11.0,2,4.24,3.0,0.0,49.12,8.0,14.0,13.5,2,4.95,3.5,0.0,57.97,10.0,17.0,4.5,2,0.71,0.5,0.0,10.85,4.0,5.0,86.5,2,34.65,24.5,0.0,397.8,62.0,111.0,151.0,2,89.1,63.0,0.0,951.49,88.0,214.0,266.5,2,133.64,94.5,0.0,1467.24,172.0,361.0,3.65,2,1.8,1.28,0.0,19.85,2.37,4.92,23.0,2,26.87,19.0,0.0,264.42,4.0,42.0,1.87,2,2.09,1.48,0.0,20.64,0.4,3.35,18,2,9.0,18.0,2.0,9.0,,,,,,
Autumn 2024,Salag MPA,12.6,10,6.96,2.2,7.62,17.58,10.4,14.8,19.0,10,13.1,4.14,9.63,28.37,14.86,23.14,4.3,10,2.75,0.87,2.33,6.27,3.43,5.17,71.0,10,51.35,16.24,34.27,107.73,54.76,87.24,350.5,10,311.05,98.36,127.99,573.01,252.14,448.86,457.4,10,349.19,110.42,207.61,707.19,346.98,567.82,11.42,10,8.01,2.53,5.69,17.15,8.89,13.96,113.1,10,150.87,47.71,5.17,221.03,65.39,160.81,6.27,10,6.24,1.97,1.81,10.74,4.3,8.25,37,10,3.7,22.0,4.0,5.5,29.0,3.0,9.67,28.0,3.0,9.33
Autumn 2024,Maluay Malatapay MPA,7.71,14,4.53,1.21,5.1,10.33,6.5,8.93,12.14,14,7.54,2.02,7.79,16.5,10.13,14.16,14.07,14,11.08,2.96,7.68,20.47,11.11,17.03,78.5,14,59.32,15.85,44.25,112.75,62.65,94.35,362.21,14,245.33,65.57,220.57,503.86,296.65,427.78,474.64,14,299.44,80.03,301.75,647.54,394.61,554.67,12.0,14,7.29,1.95,7.79,16.21,10.05,13.95,88.14,14,98.71,26.38,31.15,145.14,61.76,114.53,6.58,14,7.87,2.1,2.03,11.12,4.47,8.68,38,14,2.71,28.0,5.0,5.6,21.0,4.0,5.25,33.0,5.0,6.6
Autumn 2024,Lutoban South MPA,13.67,9,6.86,2.29,8.4,18.94,11.38,15.95,23.67,9,12.97,4.32,13.7,33.64,19.34,27.99,17.33,9,6.87,2.29,12.05,22.62,15.04,19.62,99.89,9,62.99,21.0,51.47,148.3,78.89,120.88,625.89,9,319.9,106.63,379.99,871.79,519.25,732.52,780.44,9,369.18,123.06,496.67,1064.22,657.38,903.5,19.57,9,27.75,9.25,0.0,40.91,10.32,28.83,122.22,9,182.42,60.81,0.0,262.44,61.42,183.03,12.31,9,25.66,8.55,0.0,32.03,3.75,20.86,39,9,4.33,26.0,3.0,8.67,37.0,3.0,12.33,24.0,3.0,8.0
Autumn 2024,Lutoban North MPA,9.09,11,6.27,1.89,4.88,13.3,7.2,10.98,12.45,11,8.12,2.45,7.0,17.91,10.01,14.9,10.91,11,7.12,2.15,6.13,15.69,8.76,13.06,114.82,11,83.56,25.19,58.68,170.95,89.63,140.01,490.73,11,323.46,97.53,273.43,708.03,393.2,588.25,638.0,11,377.28,113.75,384.54,891.46,524.25,751.75,7.32,11,6.1,1.84,3.22,11.41,5.48,9.16,89.82,11,166.3,50.14,0.0,201.54,39.68,139.96,2.92,11,4.91,1.48,0.0,6.22,1.44,4.41,31,11,2.82,25.0,3.0,8.33,24.0,5.0,4.8,21.0,3.0,7.0
Autumn 2024,Latason MPA,13.29,7,8.85,3.34,5.11,21.47,9.94,16.63,17.86,7,11.91,4.5,6.84,28.87,13.36,22.36,16.43,7,8.38,3.17,8.67,24.18,13.26,19.6,54.71,7,58.07,21.95,1.0,108.42,32.76,76.66,512.86,7,306.15,115.71,229.72,795.99,397.15,628.57,615.14,7,364.2,137.65,278.31,951.97,477.49,752.8,11.93,7,11.14,4.21,1.62,22.23,7.71,16.14,139.71,7,188.24,71.15,0.0,313.81,68.57,210.86,6.16,7,10.64,4.02,0.0,16.0,2.14,10.18,29,7,4.14,22.0,3.0,7.33,26.0,4.0,6.5,,,
Autumn 2024,Santa Catalina Cawitan,12.5,2,2.12,1.5,0.0,31.56,11.0,14.0,17.0,2,0.0,0.0,17.0,17.0,17.0,17.0,8.0,2,4.24,3.0,0.0,46.12,5.0,11.0,78.5,2,19.09,13.5,0.0,250.03,65.0,92.0,591.5,2,604.58,427.5,0.0,6023.4,164.0,1019.0,707.5,2,625.79,442.5,0.0,6330.0,265.0,1150.0,3.0,2,0.32,0.23,0.11,5.9,2.78,3.23,557.0,2,564.27,399.0,0.0,5626.78,158.0,956.0,1.79,2,0.58,0.41,0.0,6.96,1.38,2.2,16,2,8.0,16.0,2.0,8.0,,,,,,
Autumn 2024,Kookoos,10.85,13,6.18,1.71,7.11,14.58,9.13,12.56,10.08,13,4.7,1.3,7.24,12.92,8.77,11.38,7.85,13,5.0,1.39,4.83,10.87,6.46,9.23,88.62,13,77.24,21.42,41.94,135.29,67.19,110.04,424.92,13,204.19,56.63,301.53,548.32,368.29,481.56,542.31,13,227.99,63.23,404.53,680.08,479.07,605.54,10.55,13,5.69,1.58,7.11,13.99,8.97,12.13,57.85,13,70.58,19.58,15.19,100.5,38.27,77.42,3.92,13,4.72,1.31,1.06,6.77,2.61,5.23,29,13,2.23,22.0,6.0,3.67,27.0,3.0,9.0,21.0,4.0,5.25
Autumn 2024,Guinsuan MPA,7.31,13,5.3,1.47,4.11,10.51,5.84,8.78,13.69,13,8.72,2.42,8.42,18.96,11.27,16.11,6.92,13,6.54,1.81,2.97,10.87,5.11,8.74,47.92,13,42.91,11.9,21.99,73.85,36.02,59.82,348.46,13,365.55,101.38,127.56,569.36,247.08,449.85,424.31,13,404.32,112.14,179.98,668.64,312.17,536.45,9.93,13,13.0,3.61,2.07,17.79,6.32,13.54,50.31,13,60.4,16.75,13.81,86.81,33.56,67.06,3.11,13,5.02,1.39,0.08,6.14,1.72,4.5,32,13,2.46,17.0,4.0,4.25,29.0,5.0,5.8,24.0,4.0,6.0
Autumn 2024,Lutoban Pier,10.33,9,5.32,1.77,6.25,14.42,8.56,12.11,16.78,9,8.84,2.95,9.98,23.57,13.83,19.73,15.0,9,5.79,1.93,10.55,19.45,13.07,16.93,82.0,9,49.01,16.34,44.33,119.67,65.66,98.34,747.33,9,356.49,118.83,473.31,1021.36,628.5,866.16,871.44,9,381.59,127.2,578.13,1164.76,744.25,998.64,19.77,9,12.88,4.29,9.87,29.67,15.48,24.07,172.44,9,220.29,73.43,3.11,341.78,99.01,245.88,10.99,9,13.26,4.42,0.8,21.18,6.58,15.41,34,9,3.78,25.0,3.0,8.33,31.0,3.0,10.33,25.0,3.0,8.33
Autumn 2024,Andulay MPA,11.46,13,6.4,1.77,7.6,15.33,9.69,13.24,12.23,13,7.57,2.1,7.65,16.81,10.13,14.33,12.69,13,5.89,1.63,9.13,16.25,11.06,14.33,99.62,13,71.86,19.93,56.19,143.04,79.69,119.54,710.46,13,292.01,80.99,534.0,886.92,629.47,791.45,846.46,13,292.41,81.1,669.76,1023.16,765.36,927.56,14.81,13,12.07,3.35,7.51,22.11,11.46,18.16,77.23,13,118.3,32.81,5.74,148.72,44.42,110.04,6.22,13,9.84,2.73,0.28,12.17,3.49,8.95,33,13,2.54,23.0,4.0,5.75,31.0,5.0,6.2,30.0,4.0,7.5
Autumn 2024,Antulang,16.57,7,5.97,2.26,11.05,22.09,14.32,18.83,23.71,7,9.59,3.62,14.85,32.58,20.09,27.34,31.71,7,22.61,8.55,10.8,52.63,23.17,40.26,85.43,7,14.68,5.55,71.85,99.01,79.88,90.98,956.29,7,320.86,121.27,659.54,1253.03,835.01,1077.56,1113.71,7,351.56,132.88,788.58,1438.85,980.84,1246.59,17.38,7,8.42,3.18,9.6,25.17,14.2,20.56,90.0,7,79.61,30.09,16.37,163.63,59.91,120.09,4.7,7,5.73,2.16,0.0,9.99,2.54,6.86,30,7,4.29,21.0,2.0,10.5,23.0,2.0,11.5,25.0,3.0,8.33
Autumn 2024,Basak Can-Unsang MPA,26.33,12,21.4,6.18,12.74,39.93,20.16,32.51,25.33,12,29.41,8.49,6.65,44.02,16.84,33.82,8.75,12,10.05,2.9,2.37,15.13,5.85,11.65,82.67,12,63.5,18.33,42.32,123.01,64.34,101.0,522.0,12,374.88,108.22,283.81,760.19,413.78,630.22,665.08,12,457.42,132.05,374.45,955.71,533.04,797.13,23.06,12,24.79,7.16,7.31,38.81,15.9,30.21,201.33,12,271.96,78.51,28.54,374.13,122.82,279.84,16.83,12,22.36,6.45,2.62,31.04,10.38,23.28,38,12,3.17,27.0,2.0,13.5,27.0,5.0,5.4,29.0,5.0,5.8
Autumn 2024,Dalakit MPA,2.0,1,,,,,,,2.0,1,,,,,,,4.0,1,,,,,,,20.0,1,,,,,,,23.0,1,,,,,,,51.0,1,,,,,,,1.24,1,,,,,,,8.0,1,,,,,,,0.62,1,,,,,,,14,1,14.0,14.0,1.0,14.0,,,,,,
Autumn 2024,Santa Catalina Manalongon,3.0,4,0.82,0.41,1.7,4.3,2.59,3.41,16.5,4,5.32,2.66,8.03,24.97,13.84,19.16,8.0,4,4.76,2.38,0.42,15.58,5.62,10.38,61.0,4,18.28,9.14,31.92,90.08,51.86,70.14,80.5,4,37.46,18.73,20.9,140.1,61.77,99.23,169.0,4,52.29,26.14,85.8,252.2,142.86,195.14,0.69,4,0.19,0.1,0.38,0.99,0.59,0.78,11.5,4,7.05,3.52,0.29,22.71,7.98,15.02,0.16,4,0.13,0.07,0.0,0.37,0.1,0.23,15,4,3.75,15.0,4.0,3.75,,,,,,
Winter 24/25,Mojon MPA,7.5,4,3.42,1.71,2.06,12.94,5.79,9.21,11.75,4,5.19,2.59,3.49,20.01,9.16,14.34,18.75,4,7.63,3.82,6.61,30.89,14.93,22.57,174.25,4,134.42,67.21,0.0,388.14,107.04,241.46,475.75,4,82.36,41.18,344.7,606.8,434.57,516.93,688.0,4,75.44,37.72,567.96,808.04,650.28,725.72,21.29,4,5.21,2.6,13.01,29.57,18.69,23.89,152.25,4,163.3,81.65,0.0,412.1,70.6,233.9,8.64,4,7.58,3.79,0.0,20.7,4.86,12.43,28,4,7.0,19.0,2.0,9.5,25.0,2.0,12.5,,,
Winter 24/25,Maluay Malatapay MPA,7.22,18,4.54,1.07,4.96,9.48,6.15,8.29,15.22,18,8.78,2.07,10.86,19.59,13.15,17.29,11.94,18,7.87,1.85,8.03,15.86,10.09,13.8,82.06,18,71.64,16.89,46.43,117.68,65.17,98.94,407.56,18,357.06,84.16,229.99,585.12,323.4,491.72,524.0,18,402.85,94.95,323.67,724.33,429.05,618.95,20.89,18,27.11,6.39,7.41,34.37,14.5,27.28,172.06,18,240.81,56.76,52.31,291.81,115.3,228.81,15.12,18,26.3,6.2,2.04,28.2,8.92,21.32,33,18,1.83,25.0,6.0,4.17,28.0,6.0,4.67,28.0,6.0,4.67
Winter 24/25,Lutoban South MPA,9.22,18,4.35,1.02,7.06,11.38,8.2,10.25,11.56,18,4.85,1.14,9.14,13.97,10.41,12.7,8.67,18,4.27,1.01,6.54,10.79,7.66,9.67,46.61,18,31.13,7.34,31.13,62.09,39.27,53.95,307.39,18,104.33,24.59,255.51,359.27,282.8,331.98,383.44,18,114.02,26.87,326.74,440.15,356.57,410.32,8.93,18,5.05,1.19,6.42,11.44,7.74,10.12,46.28,18,52.22,12.31,20.31,72.24,33.97,58.59,4.59,18,5.08,1.2,2.06,7.12,3.39,5.79,35,18,1.94,23.0,5.0,4.6,27.0,7.0,3.86,24.0,6.0,4.0
Winter 24/25,Andulay MPA,11.28,18,6.57,1.55,8.01,14.54,9.73,12.83,9.83,18,4.06,0.96,7.81,11.85,8.88,10.79,16.39,18,6.93,1.63,12.94,19.83,14.76,18.02,86.89,18,45.21,10.66,64.41,109.37,76.23,97.54,583.39,18,256.05,60.35,456.06,710.72,523.04,643.74,707.78,18,241.38,56.89,587.74,827.81,650.88,764.67,17.27,18,14.17,3.34,10.23,24.32,13.93,20.61,72.11,18,103.71,24.44,20.54,123.68,47.67,96.55,6.85,18,8.36,1.97,2.7,11.01,4.88,8.82,39,18,2.17,35.0,6.0,5.83,29.0,6.0,4.83,32.0,6.0,5.33
Winter 24/25,Lutoban North MPA,10.83,18,5.39,1.27,8.15,13.52,9.56,12.1,14.0,18,8.01,1.89,10.01,17.99,12.11,15.89,9.72,18,4.0,0.94,7.73,11.71,8.78,10.66,85.39,18,65.52,15.44,52.81,117.97,69.95,100.83,428.78,18,169.55,39.96,344.46,513.09,388.82,468.74,548.72,18,218.2,51.43,440.21,657.23,497.29,600.15,15.06,18,21.48,5.06,4.38,25.74,10.0,20.12,62.67,18,74.1,17.46,25.82,99.51,45.2,80.13,5.68,18,6.34,1.49,2.52,8.83,4.18,7.17,38,18,2.11,31.0,6.0,5.17,29.0,6.0,4.83,29.0,6.0,4.83
Winter 24/25,Kookoos,11.11,18,5.28,1.24,8.49,13.74,9.87,12.36,11.61,18,8.63,2.03,7.32,15.9,9.58,13.65,7.22,18,5.58,1.31,4.45,10.0,5.91,8.54,47.83,18,24.73,5.83,35.54,60.13,42.0,53.66,485.17,18,253.26,59.69,359.22,611.11,425.47,544.86,562.94,18,252.49,59.51,437.39,688.5,503.43,622.46,13.64,18,8.67,2.04,9.33,17.95,11.6,15.68,57.78,18,63.86,15.05,26.02,89.53,42.73,72.83,5.31,18,5.65,1.33,2.5,8.12,3.98,6.64,31,18,1.72,20.0,6.0,3.33,26.0,6.0,4.33,27.0,6.0,4.5
Winter 24/25,Guinsuan MPA,10.33,12,4.89,1.41,7.23,13.44,8.92,11.74,14.0,12,7.7,2.22,9.11,18.89,11.78,16.22,11.58,12,6.27,1.81,7.6,15.57,9.77,13.39,70.0,12,65.07,18.78,28.66,111.34,51.22,88.78,425.83,12,219.65,63.41,286.27,565.39,362.42,489.24,531.75,12,262.59,75.8,364.91,698.59,455.95,607.55,19.74,12,25.72,7.43,3.4,36.08,12.32,27.17,59.75,12,43.69,12.61,31.99,87.51,47.14,72.36,12.2,12,23.05,6.66,0.0,26.85,5.55,18.86,35,12,2.92,24.0,4.0,6.0,27.0,4.0,6.75,29.0,4.0,7.25
Winter 24/25,Dalakit MPA,5.0,4,2.94,1.47,0.32,9.68,3.53,6.47,19.25,4,7.85,3.92,6.76,31.74,15.33,23.17,7.0,4,3.37,1.68,1.64,12.36,5.32,8.68,86.75,4,27.37,13.68,43.2,130.3,73.07,100.43,335.5,4,79.56,39.78,208.9,462.1,295.72,375.28,453.5,4,88.55,44.28,312.59,594.41,409.22,497.78,18.35,4,8.55,4.27,4.76,31.95,14.08,22.63,80.75,4,52.6,26.3,0.0,164.45,54.45,107.05,10.88,4,7.13,3.57,0.0,22.23,7.31,14.44,28,4,7.0,28.0,4.0,7.0,,,,,,
Winter 24/25,Basak Can-Unsang MPA,16.0,12,8.89,2.57,10.35,21.65,13.43,18.57,10.25,12,3.02,0.87,8.33,12.17,9.38,11.12,5.5,12,3.53,1.02,3.26,7.74,4.48,6.52,83.0,12,56.7,16.37,46.97,119.03,66.63,99.37,517.92,12,281.84,81.36,338.85,696.99,436.56,599.28,632.67,12,327.33,94.49,424.69,840.64,538.18,727.16,36.93,12,40.32,11.64,11.31,62.55,25.29,48.57,137.58,12,130.25,37.6,54.83,220.34,99.98,175.18,13.68,12,14.36,4.15,4.56,22.81,9.54,17.83,36,12,3.0,24.0,4.0,6.0,29.0,4.0,7.25,29.0,4.0,7.25
Winter 24/25,Antulang,13.0,19,6.09,1.4,10.06,15.94,11.6,14.4,10.05,19,4.09,0.94,8.08,12.02,9.11,10.99,17.68,19,7.39,1.69,14.12,21.24,15.99,19.38,60.26,19,59.41,13.63,31.63,88.9,46.63,73.89,537.53,19,237.24,54.43,423.18,651.87,483.1,591.95,638.53,19,248.86,57.09,518.58,758.47,581.43,695.62,16.62,19,17.84,4.09,8.02,25.22,12.52,20.71,59.37,19,96.83,22.21,12.7,106.04,37.16,81.58,8.08,19,17.91,4.11,0.0,16.71,3.97,12.19,32,19,1.68,27.0,7.0,3.86,24.0,6.0,4.0,26.0,6.0,4.33
Winter 24/25,Lutoban Pier,8.53,19,4.33,0.99,6.44,10.61,7.53,9.52,6.89,19,3.21,0.74,5.35,8.44,6.16,7.63,7.37,19,4.21,0.96,5.34,9.4,6.4,8.33,76.0,19,57.9,13.28,48.09,103.91,62.72,89.28,410.53,19,200.4,45.98,313.93,507.12,364.55,456.5,509.32,19,204.49,46.91,410.76,607.87,462.4,556.23,12.54,19,13.93,3.2,5.82,19.25,9.34,15.73,56.47,19,80.32,18.43,17.76,95.19,38.05,74.9,5.09,19,9.64,2.21,0.44,9.74,2.88,7.3,35,19,1.84,23.0,8.0,2.88,27.0,5.0,5.4,30.0,6.0,5.0
Winter 24/25,Latason MPA,8.23,13,4.99,1.38,5.22,11.24,6.85,9.61,7.31,13,3.43,0.95,5.24,9.38,6.36,8.26,8.0,13,4.38,1.21,5.35,10.65,6.79,9.21,16.54,13,7.93,2.2,11.74,21.33,14.34,18.74,319.69,13,134.94,37.43,238.15,401.24,282.27,357.12,359.77,13,135.64,37.62,277.8,441.73,322.15,397.39,5.06,13,2.85,0.79,3.34,6.79,4.27,5.85,27.69,13,47.49,13.17,0.0,56.39,14.52,40.86,1.3,13,1.62,0.45,0.32,2.28,0.85,1.75,29,13,2.23,21.0,6.0,3.5,25.0,7.0,3.57,,,
Winter 24/25,Santa Catalina Cawitan,11.0,2,2.83,2.0,0.0,36.41,9.0,13.0,18.5,2,4.95,3.5,0.0,62.97,15.0,22.0,6.5,2,3.54,2.5,0.0,38.27,4.0,9.0,23.0,2,1.41,1.0,10.29,35.71,22.0,24.0,52.5,2,23.33,16.5,0.0,262.15,36.0,69.0,111.5,2,17.68,12.5,0.0,270.33,99.0,124.0,3.05,2,0.44,0.31,0.0,6.99,2.75,3.36,38.5,2,2.12,1.5,19.44,57.56,37.0,40.0,1.38,2,0.25,0.17,0.0,3.58,1.2,1.55,20,2,10.0,20.0,2.0,10.0,,,,,,
Winter 24/25,Salag MPA,11.94,18,7.34,1.73,8.29,15.6,10.21,13.68,14.22,18,7.41,1.75,10.54,17.91,12.48,15.97,4.28,18,4.32,1.02,2.13,6.43,3.26,5.3,77.28,18,52.82,12.45,51.01,103.55,64.83,89.73,491.44,18,537.5,126.69,224.15,758.74,364.75,618.13,599.17,18,595.46,140.35,303.05,895.28,458.82,739.52,14.58,18,13.36,3.15,7.93,21.23,11.43,17.73,139.61,18,326.2,76.89,0.0,301.83,62.73,216.5,9.2,18,10.83,2.55,3.82,14.58,6.65,11.75,35,18,1.94,25.0,6.0,4.17,31.0,6.0,5.17,28.0,6.0,4.67
Spring 2025,Salag MPA,10.37,19,4.23,0.97,8.33,12.41,9.4,11.34,14.0,19,7.94,1.82,10.17,17.83,12.18,15.82,4.42,19,4.27,0.98,2.36,6.48,3.44,5.4,64.26,19,42.73,9.8,43.67,84.86,54.46,74.07,440.32,19,168.87,38.74,358.92,521.71,401.57,479.06,533.37,19,169.09,38.79,451.87,614.87,494.58,572.16,13.06,19,10.9,2.5,7.81,18.32,10.56,15.56,75.58,19,86.01,19.73,34.12,117.03,55.85,95.31,8.34,19,10.01,2.3,3.52,13.17,6.05,10.64,31,19,1.63,26.0,7.0,3.71,27.0,6.0,4.5,28.0,6.0,4.67
Spring 2025,Andulay MPA,10.79,19,5.69,1.31,8.05,13.53,9.48,12.1,9.16,19,5.54,1.27,6.49,11.83,7.89,10.43,12.63,19,7.99,1.83,8.78,16.48,10.8,14.46,87.79,19,58.35,13.39,59.67,115.91,74.4,101.18,588.63,19,162.99,37.39,510.07,667.19,551.24,626.02,709.0,19,164.7,37.78,629.62,788.38,671.22,746.78,12.53,19,7.11,1.63,9.1,15.96,10.9,14.17,77.26,19,89.55,20.54,34.1,120.43,56.72,97.81,6.25,19,5.81,1.33,3.45,9.05,4.92,7.58,33,19,1.74,25.0,6.0,4.17,27.0,6.0,4.5,26.0,7.0,3.71
